locusId	sysName	scaffoldId	begin	end	strand	type	desc
ABIE53_003802	ABIE53_003802	JBEUNO010000001	44	157	-	2	5S ribosomal RNA
ABIE53_003803	ABIE53_003803	JBEUNO010000001	376	3263	-	2	23S ribosomal RNA
ABIE53_003804	ABIE53_003804	JBEUNO010000001	3617	3692	-	5	tRNA-Ala
ABIE53_003805	ABIE53_003805	JBEUNO010000001	3749	3825	-	5	tRNA-Ile
ABIE53_003806	ABIE53_003806	JBEUNO010000001	3898	5430	-	2	16S ribosomal RNA
ABIE53_000001	ABIE53_000001	JBEUNO010000001	5903	7180	-	1	lysophospholipase L1-like esterase
ABIE53_000002	ABIE53_000002	JBEUNO010000001	7312	8940	-	1	putative FAD-dependent dehydrogenase
ABIE53_000003	ABIE53_000003	JBEUNO010000001	9159	10157	+	1	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA
ABIE53_000004	ABIE53_000004	JBEUNO010000001	10196	10480	+	1	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
ABIE53_000005	ABIE53_000005	JBEUNO010000001	10489	11292	+	1	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC
ABIE53_000006	ABIE53_000006	JBEUNO010000001	11318	11890	+	1	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD
ABIE53_000007	ABIE53_000007	JBEUNO010000001	11892	12980	+	1	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE
ABIE53_000008	ABIE53_000008	JBEUNO010000001	13133	13948	+	1	hypothetical protein
ABIE53_000009	ABIE53_000009	JBEUNO010000001	13960	14568	+	1	AcrR family transcriptional regulator
ABIE53_000010	ABIE53_000010	JBEUNO010000001	14822	15490	+	1	GNAT superfamily N-acetyltransferase
ABIE53_000011	ABIE53_000011	JBEUNO010000001	15588	16085	-	1	Lrp/AsnC family leucine-responsive transcriptional regulator
ABIE53_000012	ABIE53_000012	JBEUNO010000001	16263	17360	+	1	4-hydroxyphenylpyruvate dioxygenase
ABIE53_000013	ABIE53_000013	JBEUNO010000001	17526	17723	-	1	hypothetical protein
ABIE53_000014	ABIE53_000014	JBEUNO010000001	18091	21702	+	1	indolepyruvate ferredoxin oxidoreductase
ABIE53_000015	ABIE53_000015	JBEUNO010000001	21834	24116	-	1	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)
ABIE53_000016	ABIE53_000016	JBEUNO010000001	24395	25627	-	1	MFS family permease
ABIE53_000017	ABIE53_000017	JBEUNO010000001	26050	26736	+	1	orotate phosphoribosyltransferase
ABIE53_000018	ABIE53_000018	JBEUNO010000001	26892	27581	-	1	two-component system capsular synthesis response regulator RcsB
ABIE53_000019	ABIE53_000019	JBEUNO010000001	27905	28507	+	1	Raf kinase inhibitor-like YbhB/YbcL family protein
ABIE53_000020	ABIE53_000020	JBEUNO010000001	28798	29745	+	1	N-acetyl-gamma-glutamyl-phosphate reductase
ABIE53_000021	ABIE53_000021	JBEUNO010000001	30233	31654	+	1	hypothetical protein
ABIE53_000022	ABIE53_000022	JBEUNO010000001	31754	33004	+	1	hypothetical protein
ABIE53_000023	ABIE53_000023	JBEUNO010000001	33200	34024	+	1	outer membrane protein
ABIE53_000024	ABIE53_000024	JBEUNO010000001	34218	34853	-	1	threonine/homoserine/homoserine lactone efflux protein
ABIE53_000025	ABIE53_000025	JBEUNO010000001	35010	35879	-	1	3-hydroxyisobutyrate dehydrogenase-like beta-hydroxyacid dehydrogenase
ABIE53_000026	ABIE53_000026	JBEUNO010000001	35975	36808	+	1	uncharacterized protein with PIN domain
ABIE53_000027	ABIE53_000027	JBEUNO010000001	36889	37164	+	1	hypothetical protein
ABIE53_000028	ABIE53_000028	JBEUNO010000001	37392	37604	-	1	hypothetical protein
ABIE53_000029	ABIE53_000029	JBEUNO010000001	37827	38579	-	1	IclR family pca regulon transcriptional regulator
ABIE53_000030	ABIE53_000030	JBEUNO010000001	38972	39118	-	1	hypothetical protein
ABIE53_000031	ABIE53_000031	JBEUNO010000001	39907	40650	-	1	hypothetical protein
ABIE53_000032	ABIE53_000032	JBEUNO010000001	40897	41574	-	1	hypothetical protein
ABIE53_000033	ABIE53_000033	JBEUNO010000001	41835	42167	+	1	hypothetical protein
ABIE53_000034	ABIE53_000034	JBEUNO010000001	42314	44131	-	1	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
