locusId	sysName	scaffoldId	begin	end	strand	type	desc
B158DRAFT_0001	B158DRAFT_0001	B158DRAFT_scaffold_0.1	487	1860	-	1	Subtilisin-like serine proteases
B158DRAFT_0002	B158DRAFT_0002	B158DRAFT_scaffold_0.1	2045	3241	-	1	tyrosyl-tRNA synthetase (EC 6.1.1.1)
B158DRAFT_0003	B158DRAFT_0003	B158DRAFT_scaffold_0.1	3477	4988	+	1	Membrane proteins related to metalloendopeptidases
B158DRAFT_0004	B158DRAFT_0004	B158DRAFT_scaffold_0.1	4995	6101	+	1	Predicted molecular chaperone distantly related to HSP70-fold metalloproteases
B158DRAFT_0005	B158DRAFT_0005	B158DRAFT_scaffold_0.1	6182	7309	+	1	diguanylate cyclase (GGDEF) domain
B158DRAFT_0006	B158DRAFT_0006	B158DRAFT_scaffold_0.1	7345	7671	-	1	Iron-sulfur cluster assembly accessory protein
B158DRAFT_0007	B158DRAFT_0007	B158DRAFT_scaffold_0.1	7814	8299	-	1	Integral membrane protein CcmA involved in cell shape determination
B158DRAFT_0008	B158DRAFT_0008	B158DRAFT_scaffold_0.1	8289	9041	-	1	hypothetical protein
B158DRAFT_0009	B158DRAFT_0009	B158DRAFT_scaffold_0.1	9205	10980	+	1	Chloride channel protein EriC
B158DRAFT_0010	B158DRAFT_0010	B158DRAFT_scaffold_0.1	10991	11410	+	1	Predicted membrane protein
B158DRAFT_0011	B158DRAFT_0011	B158DRAFT_scaffold_0.1	11346	12191	-	1	Uncharacterized integral membrane protein
B158DRAFT_0012	B158DRAFT_0012	B158DRAFT_scaffold_0.1	12282	13613	-	1	methionine-R-sulfoxide reductase/methionine-S-sulfoxide reductase
B158DRAFT_0013	B158DRAFT_0013	B158DRAFT_scaffold_0.1	13775	14104	-	1	Uncharacterized conserved protein
B158DRAFT_0014	B158DRAFT_0014	B158DRAFT_scaffold_0.1	14120	14557	-	1	hypothetical protein
B158DRAFT_0015	B158DRAFT_0015	B158DRAFT_scaffold_0.1	14544	15044	-	1	RNA polymerase sigma factor, sigma-70 family
B158DRAFT_0016	B158DRAFT_0016	B158DRAFT_scaffold_0.1	15238	16107	+	1	Glutathione S-transferase
B158DRAFT_0017	B158DRAFT_0017	B158DRAFT_scaffold_0.1	16122	16745	+	1	Predicted membrane protein
B158DRAFT_0018	B158DRAFT_0018	B158DRAFT_scaffold_0.1	16797	17519	+	1	hypothetical protein
B158DRAFT_0019	B158DRAFT_0019	B158DRAFT_scaffold_0.1	17516	18355	+	1	Protein of unknown function (DUF3037).
B158DRAFT_0020	B158DRAFT_0020	B158DRAFT_scaffold_0.1	18422	18610	-	1	Rubredoxin
B158DRAFT_0021	B158DRAFT_0021	B158DRAFT_scaffold_0.1	18734	19795	+	1	aspartate carbamoyltransferase (EC 2.1.3.2)
